round,draw_date,draw_datetime_used,draw_location_name,station_id,station_name,temp_at_draw,humidity_at_draw,wind_at_draw,pressure_at_draw,snow_at_draw,precip_1h,precip_6h,precip_24h,daily_tavg,daily_tmin,daily_tmax,daily_precip_mm,is_raining,is_snowing,temp_bin,humidity_bin
155,2005-11-19,2005-11-19 20:35:00,MBC Studio,108,Seoul ASOS,3.5,37.0,2.6,1020.5,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
156,2005-11-26,2005-11-26 20:35:00,MBC Studio,108,Seoul ASOS,9.0,76.0,1.9,1002.4,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
157,2005-12-03,2005-12-03 20:35:00,MBC Studio,108,Seoul ASOS,-1.5,85.0,1.7,1008.7,0.4,0.0,0.0,0.0,,,,,False,True,freezing,very_humid
158,2005-12-10,2005-12-10 20:35:00,MBC Studio,108,Seoul ASOS,-5.5,40.0,5.0,1016.7,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
159,2005-12-17,2005-12-17 20:35:00,MBC Studio,108,Seoul ASOS,-12.5,29.0,3.7,1020.7,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,dry
160,2005-12-24,2005-12-24 20:35:00,MBC Studio,108,Seoul ASOS,-2.5,38.0,1.5,1012.2,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
161,2005-12-31,2005-12-31 20:35:00,MBC Studio,108,Seoul ASOS,2.2,63.0,1.4,1017.4,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
162,2006-01-07,2006-01-07 20:35:00,MBC Studio,108,Seoul ASOS,-4.1,38.0,2.7,1016.5,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
163,2006-01-14,2006-01-14 20:35:00,MBC Studio,108,Seoul ASOS,4.9,70.0,1.0,1009.2,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
164,2006-01-21,2006-01-21 20:35:00,MBC Studio,108,Seoul ASOS,0.6,43.0,3.9,1008.9,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
165,2006-01-28,2006-01-28 20:35:00,MBC Studio,108,Seoul ASOS,3.0,51.0,0.0,1013.0,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
166,2006-02-04,2006-02-04 20:35:00,MBC Studio,108,Seoul ASOS,-7.3,35.0,3.2,1025.4,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
167,2006-02-11,2006-02-11 20:35:00,MBC Studio,108,Seoul ASOS,0.1,27.0,3.9,1010.5,-9.0,0.0,0.0,0.0,,,,,False,False,cold,dry
168,2006-02-18,2006-02-18 20:35:00,MBC Studio,108,Seoul ASOS,2.0,58.0,2.5,1015.9,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
169,2006-02-25,2006-02-25 20:35:00,MBC Studio,108,Seoul ASOS,9.0,32.0,1.3,1010.4,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
170,2006-03-04,2006-03-04 20:35:00,MBC Studio,108,Seoul ASOS,4.4,81.0,4.0,1009.7,-9.0,0.0,0.0,0.0,,,,,False,False,cold,very_humid
171,2006-03-11,2006-03-11 20:35:00,MBC Studio,108,Seoul ASOS,3.4,37.0,4.6,1006.5,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
172,2006-03-18,2006-03-18 20:35:00,MBC Studio,108,Seoul ASOS,5.5,43.0,3.2,1000.2,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
173,2006-03-25,2006-03-25 20:35:00,MBC Studio,108,Seoul ASOS,8.3,74.0,7.0,1005.0,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
174,2006-04-01,2006-04-01 20:35:00,MBC Studio,108,Seoul ASOS,10.0,95.0,3.2,990.7,-9.0,0.0,0.0,0.0,,,,,False,False,mild,very_humid
175,2006-04-08,2006-04-08 20:35:00,MBC Studio,108,Seoul ASOS,11.0,32.0,2.2,1007.0,-9.0,0.0,0.0,0.0,,,,,False,False,mild,moderate
176,2006-04-15,2006-04-15 20:35:00,MBC Studio,108,Seoul ASOS,11.0,26.0,2.5,1004.2,-9.0,0.0,0.0,0.0,,,,,False,False,mild,dry
177,2006-04-22,2006-04-22 20:35:00,MBC Studio,108,Seoul ASOS,11.6,53.0,3.3,997.2,-9.0,0.0,0.0,0.0,,,,,False,False,mild,moderate
178,2006-04-29,2006-04-29 20:35:00,MBC Studio,108,Seoul ASOS,14.1,68.0,2.0,993.7,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
179,2006-05-06,2006-05-06 20:35:00,MBC Studio,108,Seoul ASOS,14.1,79.0,4.9,994.9,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
180,2006-05-13,2006-05-13 20:35:00,MBC Studio,108,Seoul ASOS,13.6,73.0,4.0,1002.9,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
181,2006-05-20,2006-05-20 20:35:00,MBC Studio,108,Seoul ASOS,18.1,61.0,2.9,1001.9,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
182,2006-05-27,2006-05-27 20:35:00,MBC Studio,108,Seoul ASOS,14.8,94.0,3.3,988.4,-9.0,0.0,0.0,0.0,,,,,False,False,mild,very_humid
183,2006-06-03,2006-06-03 20:35:00,MBC Studio,108,Seoul ASOS,21.2,60.0,3.6,1000.9,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
184,2006-06-10,2006-06-10 20:35:00,MBC Studio,108,Seoul ASOS,15.6,89.0,3.2,988.7,-9.0,0.0,0.0,0.0,,,,,False,False,mild,very_humid
185,2006-06-17,2006-06-17 20:35:00,MBC Studio,108,Seoul ASOS,21.6,62.0,0.5,997.2,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
186,2006-06-24,2006-06-24 20:35:00,MBC Studio,108,Seoul ASOS,24.7,69.0,1.5,998.7,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
187,2006-07-01,2006-07-01 20:35:00,MBC Studio,108,Seoul ASOS,22.2,86.0,2.9,993.5,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
188,2006-07-08,2006-07-08 20:35:00,MBC Studio,108,Seoul ASOS,26.3,65.0,2.6,996.9,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
189,2006-07-15,2006-07-15 20:35:00,MBC Studio,108,Seoul ASOS,21.6,95.0,1.4,999.5,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
190,2006-07-22,2006-07-22 20:35:00,MBC Studio,108,Seoul ASOS,23.1,77.0,3.2,992.7,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
191,2006-07-29,2006-07-29 20:35:00,MBC Studio,108,Seoul ASOS,25.2,87.0,2.6,1002.7,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
192,2006-08-05,2006-08-05 20:35:00,MBC Studio,108,Seoul ASOS,29.0,68.0,2.2,1001.2,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
193,2006-08-12,2006-08-12 20:35:00,MBC Studio,108,Seoul ASOS,28.0,73.0,3.0,997.0,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
194,2006-08-19,2006-08-19 20:35:00,MBC Studio,108,Seoul ASOS,21.1,72.0,2.3,995.5,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
195,2006-08-26,2006-08-26 20:35:00,MBC Studio,108,Seoul ASOS,23.7,89.0,2.4,1000.0,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
196,2006-09-02,2006-09-02 20:35:00,MBC Studio,108,Seoul ASOS,26.1,62.0,2.9,999.0,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
197,2006-09-09,2006-09-09 20:35:00,MBC Studio,108,Seoul ASOS,15.0,65.0,3.6,1006.4,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
198,2006-09-16,2006-09-16 20:35:00,MBC Studio,108,Seoul ASOS,21.2,67.0,2.5,1004.2,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
199,2006-09-23,2006-09-23 20:35:00,MBC Studio,108,Seoul ASOS,21.2,48.0,1.7,1008.5,-9.0,0.0,0.0,0.0,,,,,False,False,warm,moderate
200,2006-09-30,2006-09-30 20:35:00,MBC Studio,108,Seoul ASOS,20.7,50.0,1.6,1008.5,-9.0,0.0,0.0,0.0,,,,,False,False,warm,moderate
201,2006-10-07,2006-10-07 20:35:00,MBC Studio,108,Seoul ASOS,20.7,74.0,1.7,1002.0,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
202,2006-10-14,2006-10-14 20:35:00,MBC Studio,108,Seoul ASOS,18.5,72.0,1.1,1009.0,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
203,2006-10-21,2006-10-21 20:35:00,MBC Studio,108,Seoul ASOS,19.2,69.0,1.2,1011.4,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
204,2006-10-28,2006-10-28 20:35:00,MBC Studio,108,Seoul ASOS,16.3,71.0,1.9,1007.9,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
205,2006-11-04,2006-11-04 20:35:00,MBC Studio,108,Seoul ASOS,17.2,63.0,2.4,1002.0,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
206,2006-11-11,2006-11-11 20:35:00,MBC Studio,108,Seoul ASOS,4.4,41.0,4.3,1009.7,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
207,2006-11-18,2006-11-18 20:35:00,MBC Studio,108,Seoul ASOS,8.0,56.0,1.6,1013.4,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
208,2006-11-25,2006-11-25 20:35:00,MBC Studio,108,Seoul ASOS,9.1,56.0,1.1,1011.9,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
209,2006-12-02,2006-12-02 20:35:00,MBC Studio,108,Seoul ASOS,-5.5,57.0,2.8,1017.0,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
210,2006-12-09,2006-12-09 20:35:00,MBC Studio,108,Seoul ASOS,-0.1,63.0,4.4,1015.2,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,humid
211,2006-12-16,2006-12-16 20:35:00,MBC Studio,108,Seoul ASOS,1.0,59.0,1.5,1009.0,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
212,2006-12-23,2006-12-23 20:35:00,MBC Studio,108,Seoul ASOS,2.2,53.0,1.0,1015.9,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
213,2006-12-30,2006-12-30 20:35:00,MBC Studio,108,Seoul ASOS,-1.0,29.0,1.0,1022.7,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,dry
214,2007-01-06,2007-01-06 20:35:00,MBC Studio,108,Seoul ASOS,-3.4,65.0,5.9,1003.2,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,humid
215,2007-01-13,2007-01-13 20:35:00,MBC Studio,108,Seoul ASOS,-5.0,39.0,0.3,1019.2,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
216,2007-01-20,2007-01-20 20:35:00,MBC Studio,108,Seoul ASOS,1.5,34.0,1.1,1019.2,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
217,2007-01-27,2007-01-27 20:35:00,MBC Studio,108,Seoul ASOS,1.0,63.0,2.6,1013.7,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
218,2007-02-03,2007-02-03 20:35:00,MBC Studio,108,Seoul ASOS,2.7,38.0,1.3,1010.7,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
219,2007-02-10,2007-02-10 20:35:00,MBC Studio,108,Seoul ASOS,1.5,51.0,2.7,1006.9,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
220,2007-02-17,2007-02-17 20:35:00,MBC Studio,108,Seoul ASOS,6.5,51.0,0.4,1004.5,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
221,2007-02-24,2007-02-24 20:35:00,MBC Studio,108,Seoul ASOS,6.0,24.0,1.4,1011.0,-9.0,0.0,0.0,0.0,,,,,False,False,cold,dry
222,2007-03-03,2007-03-03 20:35:00,MBC Studio,108,Seoul ASOS,10.8,88.0,1.5,1009.9,-9.0,0.0,0.0,0.0,,,,,False,False,mild,very_humid
223,2007-03-10,2007-03-10 20:35:00,MBC Studio,108,Seoul ASOS,-2.5,42.0,5.6,1009.5,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
224,2007-03-17,2007-03-17 20:35:00,MBC Studio,108,Seoul ASOS,7.1,25.0,4.1,1013.7,-9.0,0.0,0.0,0.0,,,,,False,False,cold,dry
225,2007-03-24,2007-03-24 20:35:00,MBC Studio,108,Seoul ASOS,10.3,79.0,1.5,994.9,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
226,2007-03-31,2007-03-31 20:35:00,MBC Studio,108,Seoul ASOS,8.1,71.0,2.9,998.0,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
227,2007-04-07,2007-04-07 20:35:00,MBC Studio,108,Seoul ASOS,9.5,67.0,1.0,1008.9,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
228,2007-04-14,2007-04-14 20:35:00,MBC Studio,108,Seoul ASOS,11.6,50.0,3.8,1002.2,-9.0,0.0,0.0,0.0,,,,,False,False,mild,moderate
229,2007-04-21,2007-04-21 20:35:00,MBC Studio,108,Seoul ASOS,16.3,85.0,4.0,999.9,-9.0,0.0,0.0,0.0,,,,,False,False,mild,very_humid
230,2007-04-28,2007-04-28 20:35:00,MBC Studio,108,Seoul ASOS,13.8,50.0,4.8,1009.9,-9.0,0.0,0.0,0.0,,,,,False,False,mild,moderate
231,2007-05-05,2007-05-05 20:35:00,MBC Studio,108,Seoul ASOS,20.7,66.0,3.0,995.5,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
232,2007-05-12,2007-05-12 20:35:00,MBC Studio,108,Seoul ASOS,11.3,80.0,2.3,997.2,-9.0,0.0,0.0,0.0,,,,,False,False,mild,very_humid
233,2007-05-19,2007-05-19 20:35:00,MBC Studio,108,Seoul ASOS,16.2,66.0,1.0,999.5,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
234,2007-05-26,2007-05-26 20:35:00,MBC Studio,108,Seoul ASOS,21.1,45.0,4.9,993.5,-9.0,0.0,0.0,0.0,,,,,False,False,warm,moderate
235,2007-06-02,2007-06-02 20:35:00,MBC Studio,108,Seoul ASOS,24.2,51.0,1.7,999.2,-9.0,0.0,0.0,0.0,,,,,False,False,warm,moderate
236,2007-06-09,2007-06-09 20:35:00,MBC Studio,108,Seoul ASOS,21.6,51.0,1.0,1001.9,-9.0,0.0,0.0,0.0,,,,,False,False,warm,moderate
237,2007-06-16,2007-06-16 20:35:00,MBC Studio,108,Seoul ASOS,26.6,24.0,4.5,1001.2,-9.0,0.0,0.0,0.0,,,,,False,False,warm,dry
238,2007-06-23,2007-06-23 20:35:00,MBC Studio,108,Seoul ASOS,23.1,74.0,2.6,996.2,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
239,2007-06-30,2007-06-30 20:35:00,MBC Studio,108,Seoul ASOS,25.5,66.0,3.8,996.0,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
240,2007-07-07,2007-07-07 20:35:00,MBC Studio,108,Seoul ASOS,26.0,71.0,2.1,994.0,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
241,2007-07-14,2007-07-14 20:35:00,MBC Studio,108,Seoul ASOS,22.7,56.0,5.6,991.2,-9.0,0.0,0.0,0.0,,,,,False,False,warm,moderate
242,2007-07-21,2007-07-21 20:35:00,MBC Studio,108,Seoul ASOS,22.7,74.0,2.1,995.5,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
243,2007-07-28,2007-07-28 20:35:00,MBC Studio,108,Seoul ASOS,25.3,84.0,1.2,999.2,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
244,2007-08-04,2007-08-04 20:35:00,MBC Studio,108,Seoul ASOS,24.8,84.0,3.1,996.5,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
245,2007-08-11,2007-08-11 20:35:00,MBC Studio,108,Seoul ASOS,29.6,58.0,1.5,994.7,-9.0,0.0,0.0,0.0,,,,,False,False,warm,moderate
246,2007-08-18,2007-08-18 20:35:00,MBC Studio,108,Seoul ASOS,26.5,77.0,1.9,999.4,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
247,2007-08-25,2007-08-25 20:35:00,MBC Studio,108,Seoul ASOS,27.1,77.0,3.3,1006.0,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
248,2007-09-01,2007-09-01 20:35:00,MBC Studio,108,Seoul ASOS,19.7,75.0,3.5,996.9,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
249,2007-09-08,2007-09-08 20:35:00,MBC Studio,108,Seoul ASOS,22.1,51.0,3.2,998.0,-9.0,0.0,0.0,0.0,,,,,False,False,warm,moderate
250,2007-09-15,2007-09-15 20:35:00,MBC Studio,108,Seoul ASOS,22.0,84.0,0.0,998.7,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
251,2007-09-22,2007-09-22 20:35:00,MBC Studio,108,Seoul ASOS,18.5,74.0,4.7,1011.7,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
252,2007-09-29,2007-09-29 20:35:00,MBC Studio,108,Seoul ASOS,18.6,76.0,1.4,1011.2,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
253,2007-10-06,2007-10-06 20:35:00,MBC Studio,108,Seoul ASOS,21.8,54.0,1.9,1004.7,-9.0,0.0,0.0,0.0,,,,,False,False,warm,moderate
254,2007-10-13,2007-10-13 20:35:00,MBC Studio,108,Seoul ASOS,15.1,65.0,2.0,1012.7,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
255,2007-10-20,2007-10-20 20:35:00,MBC Studio,108,Seoul ASOS,6.4,52.0,2.5,1011.2,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
256,2007-10-27,2007-10-27 20:35:00,MBC Studio,108,Seoul ASOS,15.0,54.0,2.0,1006.0,-9.0,0.0,0.0,0.0,,,,,False,False,mild,moderate
257,2007-11-03,2007-11-03 20:35:00,MBC Studio,108,Seoul ASOS,11.3,27.0,2.7,1017.0,-9.0,0.0,0.0,0.0,,,,,False,False,mild,dry
258,2007-11-10,2007-11-10 20:35:00,MBC Studio,108,Seoul ASOS,8.5,60.0,4.7,1009.7,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
259,2007-11-17,2007-11-17 20:35:00,MBC Studio,108,Seoul ASOS,5.6,55.0,5.5,1007.0,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
260,2007-11-24,2007-11-24 20:35:00,MBC Studio,108,Seoul ASOS,5.8,77.0,0.4,1017.0,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
261,2007-12-01,2007-12-01 20:35:00,MBC Studio,108,Seoul ASOS,6.6,75.0,3.9,1012.9,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
262,2007-12-08,2007-12-08 20:35:00,MBC Studio,108,Seoul ASOS,-0.1,45.0,2.0,1015.7,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
263,2007-12-15,2007-12-15 20:35:00,MBC Studio,108,Seoul ASOS,-0.8,64.0,2.4,1013.5,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,humid
264,2007-12-22,2007-12-22 20:35:00,MBC Studio,108,Seoul ASOS,6.3,46.0,0.7,1011.4,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
265,2007-12-29,2007-12-29 20:35:00,MBC Studio,108,Seoul ASOS,-2.7,69.0,4.7,1000.7,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,humid
266,2008-01-05,2008-01-05 20:35:00,MBC Studio,108,Seoul ASOS,2.0,70.0,1.4,1012.7,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
267,2008-01-12,2008-01-12 20:35:00,MBC Studio,108,Seoul ASOS,-1.8,49.0,4.0,1016.4,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
268,2008-01-19,2008-01-19 20:35:00,MBC Studio,108,Seoul ASOS,-0.4,31.0,0.6,1020.5,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
269,2008-01-26,2008-01-26 20:35:00,MBC Studio,108,Seoul ASOS,-1.5,39.0,0.5,1019.4,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
270,2008-02-02,2008-02-02 20:35:00,MBC Studio,108,Seoul ASOS,-0.6,54.0,2.7,1011.0,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
271,2008-02-09,2008-02-09 20:35:00,MBC Studio,108,Seoul ASOS,-1.7,46.0,3.3,1017.2,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
272,2008-02-16,2008-02-16 20:35:00,MBC Studio,108,Seoul ASOS,-2.2,24.0,2.3,1019.5,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,dry
273,2008-02-23,2008-02-23 20:35:00,MBC Studio,108,Seoul ASOS,-2.9,39.0,2.5,1018.0,-9.0,0.0,0.0,0.0,,,,,False,False,freezing,moderate
274,2008-03-01,2008-03-01 20:35:00,MBC Studio,108,Seoul ASOS,3.2,38.0,2.3,1008.5,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
275,2008-03-08,2008-03-08 20:35:00,MBC Studio,108,Seoul ASOS,4.6,68.0,3.4,1015.0,-9.0,0.0,0.0,0.0,,,,,False,False,cold,humid
276,2008-03-15,2008-03-15 20:35:00,MBC Studio,108,Seoul ASOS,7.5,58.0,3.3,1007.5,-9.0,0.0,0.0,0.0,,,,,False,False,cold,moderate
277,2008-03-22,2008-03-22 20:35:00,MBC Studio,108,Seoul ASOS,8.8,80.0,1.1,1005.4,-9.0,0.0,0.0,0.0,,,,,False,False,cold,very_humid
278,2008-03-29,2008-03-29 20:35:00,MBC Studio,108,Seoul ASOS,5.6,91.0,1.4,1011.0,-9.0,0.0,0.0,0.0,,,,,False,False,cold,very_humid
279,2008-04-05,2008-04-05 20:35:00,MBC Studio,108,Seoul ASOS,13.1,52.0,0.8,1010.5,-9.0,0.0,0.0,0.0,,,,,False,False,mild,moderate
280,2008-04-12,2008-04-12 20:35:00,MBC Studio,108,Seoul ASOS,14.3,50.0,3.5,1006.7,-9.0,0.0,0.0,0.0,,,,,False,False,mild,moderate
281,2008-04-19,2008-04-19 20:35:00,MBC Studio,108,Seoul ASOS,20.5,29.0,0.3,1010.0,-9.0,0.0,0.0,0.0,,,,,False,False,warm,dry
282,2008-04-26,2008-04-26 20:35:00,MBC Studio,108,Seoul ASOS,10.5,73.0,3.0,1001.7,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
283,2008-05-03,2008-05-03 20:35:00,MBC Studio,108,Seoul ASOS,21.1,57.0,1.3,999.6,-9.0,0.0,0.0,0.0,,,,,False,False,warm,moderate
284,2008-05-10,2008-05-10 20:35:00,MBC Studio,108,Seoul ASOS,15.9,33.0,5.4,1007.3,-9.0,0.0,0.0,0.0,,,,,False,False,mild,moderate
285,2008-05-17,2008-05-17 20:35:00,MBC Studio,108,Seoul ASOS,18.0,41.0,2.0,1000.3,-9.0,0.0,0.0,0.0,,,,,False,False,mild,moderate
286,2008-05-24,2008-05-24 20:35:00,MBC Studio,108,Seoul ASOS,22.8,67.0,4.1,993.8,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
287,2008-05-31,2008-05-31 20:35:00,MBC Studio,108,Seoul ASOS,18.5,38.0,3.8,1000.0,-9.0,0.0,0.0,0.0,,,,,False,False,mild,moderate
288,2008-06-07,2008-06-07 20:35:00,MBC Studio,108,Seoul ASOS,18.4,73.0,2.7,1001.0,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
289,2008-06-14,2008-06-14 20:35:00,MBC Studio,108,Seoul ASOS,24.4,57.0,3.6,1004.6,-9.0,0.0,0.0,0.0,,,,,False,False,warm,moderate
290,2008-06-21,2008-06-21 20:35:00,MBC Studio,108,Seoul ASOS,23.5,60.0,3.5,991.2,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
291,2008-06-28,2008-06-28 20:35:00,MBC Studio,108,Seoul ASOS,22.5,74.0,3.0,994.9,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
292,2008-07-05,2008-07-05 20:35:00,MBC Studio,108,Seoul ASOS,24.5,91.0,1.6,993.5,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
293,2008-07-12,2008-07-12 20:35:00,MBC Studio,108,Seoul ASOS,24.2,91.0,3.2,994.9,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
294,2008-07-19,2008-07-19 20:35:00,MBC Studio,108,Seoul ASOS,23.7,90.0,2.7,996.4,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
295,2008-07-26,2008-07-26 20:35:00,MBC Studio,108,Seoul ASOS,22.6,84.0,3.3,998.5,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
296,2008-08-02,2008-08-02 20:35:00,MBC Studio,108,Seoul ASOS,25.0,93.0,0.8,990.9,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
297,2008-08-09,2008-08-09 20:35:00,MBC Studio,108,Seoul ASOS,26.7,79.0,1.1,997.9,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
298,2008-08-16,2008-08-16 20:35:00,MBC Studio,108,Seoul ASOS,21.2,78.0,1.9,996.7,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
299,2008-08-23,2008-08-23 20:35:00,MBC Studio,108,Seoul ASOS,22.8,75.0,2.4,997.2,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
300,2008-08-30,2008-08-30 20:35:00,MBC Studio,108,Seoul ASOS,26.3,49.0,1.8,1000.8,-9.0,0.0,0.0,0.0,,,,,False,False,warm,moderate
301,2008-09-06,2008-09-06 20:35:00,MBC Studio,108,Seoul ASOS,24.6,68.0,2.0,1007.9,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
302,2008-09-13,2008-09-13 20:35:00,MBC Studio,108,Seoul ASOS,23.3,63.0,0.8,1005.2,-9.0,0.0,0.0,0.0,,,,,False,False,warm,humid
303,2008-09-20,2008-09-20 20:35:00,MBC Studio,108,Seoul ASOS,20.0,87.0,2.7,1000.3,-9.0,0.0,0.0,0.0,,,,,False,False,warm,very_humid
304,2008-09-27,2008-09-27 20:35:00,MBC Studio,108,Seoul ASOS,15.2,51.0,0.3,1010.9,-9.0,0.0,0.0,0.0,,,,,False,False,mild,moderate
305,2008-10-04,2008-10-04 20:35:00,MBC Studio,108,Seoul ASOS,18.8,54.0,0.9,1005.0,-9.0,0.0,0.0,0.0,,,,,False,False,mild,moderate
306,2008-10-11,2008-10-11 20:35:00,MBC Studio,108,Seoul ASOS,14.5,43.0,2.9,1009.8,-9.0,0.0,0.0,0.0,,,,,False,False,mild,moderate
307,2008-10-18,2008-10-18 20:35:00,MBC Studio,108,Seoul ASOS,19.9,60.0,1.2,1012.4,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
308,2008-10-25,2008-10-25 20:35:00,MBC Studio,108,Seoul ASOS,13.3,85.0,3.0,1004.6,-9.0,0.0,0.0,0.0,,,,,False,False,mild,very_humid
309,2008-11-01,2008-11-01 20:35:00,MBC Studio,108,Seoul ASOS,12.9,64.0,3.2,1004.6,-9.0,0.0,0.0,0.0,,,,,False,False,mild,humid
310,2008-11-08,2008-11-08 20:35:00,MBC Studio,108,Seoul ASOS,12.4,54.0,4.2,1010.6,-9.0,0.0,0.0,0.0,,,,,False,False,mild,moderate
